"store","price","vol","disp"
"NEW YORK (NEW) - A & P",4.394828,3171,0
"NEW YORK (NEW) - PATHMARK",4.474166,2729,1
"NEW YORK (NEW) - WALDBAUMS",3.153671,1321,0
"ROANOKE (NEW) - FOOD LION",2.950802,1870,0
"ROANOKE (NEW) - KROGER CO",2.433549,5109,1
"LOS ANGELES - LUCKY",3.605109,9904,1
"LOS ANGELES - RALPHS",2.653219,7486,1
"LOS ANGELES - VONS",2.316873,27885,0
"CHICAGO - DOMINICK",3.147348,6108,0
"CHICAGO - JEWEL",3.177704,11114,1
"CHICAGO - OMNI",2.688085,3953,0
"HOUSTON - KROGER CO",2.746023,10371,0
"HOUSTON - RANDALLS",2.81691,4932,0
"PITTSBURGH - GIANT EAGLE",3.327376,2630,1
"DETROIT - FARMER JACKS",3.345252,5034,1
"DETROIT - KROGER CO",2.467884,6243,0
"CLEVELAND - STOP N SHOP",3.136346,2611,1
"ST. LOUIS - NATIONAL SUPER",3.133684,4750,1
"ST. LOUIS - SCHNUCK MARKETS",3.319872,4383,1
"DALLAS/FT. WORTH - ALBERTSONS",3.453839,3347,0
"DALLAS/FT. WORTH - KROGER CO",2.438783,4239,1
"DALLAS/FT. WORTH - TOM THUMB",2.664883,1495,1
"DALLAS/FT. WORTH - WINN DIXIE",2.372895,2494,1
"BOSTON - SHAWS",2.458238,2191,0
"BOSTON - STAR MARKET",3.137371,677,0
"BOSTON - STOP & SHOP",2.473013,2668,0
"SAN FRANCISCO - LUCKY",3.736378,6240,1
"TAMPA/ST. PETE - KASH N KARRY",2.838092,3187,0
"TAMPA/ST. PETE - PUBLIX",3.024856,4345,1
"TAMPA/ST. PETE - WINN DIXIE",2.67058,5792,0
"DENVER - KING SOOPERS INC",2.678174,9356,1
"PHILADELPHIA - ACME MARKET",3.689929,2393,1
"ATLANTA - KROGER CO",2.532607,5413,1
"ATLANTA - WINN DIXIE",2.68429,3291,0
"CINCINNATI - KROGER CO",2.635423,8599,1
"INDIANAPOLIS - KROGER CO",2.401757,5807,1
"OKLAHOMA CITY - HOMELAND",2.401464,3826,1
"SACRAMENTO - RALEYS",3.251221,2253,1
"SAN DIEGO - LUCKY",3.747283,3221,1
"SAN DIEGO - RALPHS",2.653084,1816,1
"SALT LAKE CITY - SMITHS FOOD",2.653235,1762,1
"PHOENIX - SAFEWAY",3.588312,770,0
"PHOENIX - FRY'S FOOD STORE",3.586129,2206,0
"PHOENIX - SMITHS FOOD",3.491264,973,1
"MIAMI - PUBLIX",2.547004,10446,1
"MIAMI - WINN DIXIE",2.508352,8561,0
"NASHVILLE - KROGER CO",2.386447,3822,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.400568,2816,1
"RALEIGH/GREENSBORO - FOOD LION",2.825052,3824,0
"ALBANY,NY - PRICE CHOPPER",2.609848,792,0
"BALTI/WASH - GIANT FOOD INC",3.798112,4131,0
"BALTI/WASH - SAFEWAY",2.653217,9294,0
"BALTI/WASH - SUPER FRESH",3.590051,1166,0
"MILWAUKEE - KOHLS FOOD STORE",3.092827,2370,0
"NEW ORLEANS - WINN DIXIE",2.391446,5845,1
"BUFFALO/ROCHESTER - TOPS MARKETS",3.199433,2467,1
"BUFFALO/ROCHESTER - WEGMANS",1.871759,29429,1
"CHARLOTTE - BI LO",2.386747,1660,1
"CHARLOTTE - HARRIS TEETER",2.478354,1871,0
"CHARLOTTE - WINN DIXIE",2.258299,3856,1
"CHARLOTTE - FOOD LION",2.938703,3116,0
"HARTFORD - STOP & SHOP",3.394471,1881,0
"JACKSONVILLE,FL - PUBLIX",3.18958,1382,0
"JACKSONVILLE,FL - WINN DIXIE",2.667272,3303,0
"JACKSONVILLE,FL - FOOD LION",2.333333,1374,1
"LOUISVILLE - KROGER CO",2.459139,4295,1
"LOUISVILLE - WINN DIXIE",2.359565,2389,1
"RICHMOND/NORFOLK - FOOD LION",3.026763,3998,0
"RICHMOND/NORFOLK - NEW FARM FRESH",2.8662,2287,1
"COLUMBUS,OH - BIG BEAR",3.585385,1259,0
"COLUMBUS,OH - KROGER CO",2.386634,3621,0
"LITTLE ROCK - HARVEST FOODS",2.49336,2033,1
"WICHITA - DILLON COMPANIES",3.693144,1196,0
"SOUTH CAROLINA - BI LO",2.386728,7791,1
"SOUTH CAROLINA - FOOD LION",2.589208,3447,0
"SOUTH CAROLINA - WINN DIXIE",2.386722,5513,1
"ORLANDO,FL - PUBLIX",2.919618,4292,1
"ORLANDO,FL - WINN DIXIE",2.588493,4102,1
"ORLANDO,FL - FOOD LION",2.408333,840,1
"SYRACUSE - P & C FOOD MARKE",2.845998,987,0
"SYRACUSE - PRICE CHOPPER",2.882507,383,0
"SYRACUSE - WEGMANS",1.860035,8595,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106672,5381,0
"SAN ANT/CORPUS CHR - H E BUTT",3.053447,13303,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.409543,8236,1
"BIRMINGHAM/MONTGOM - KROGER",2.476443,1889,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.378406,4807,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.542169,1660,1
"NEW YORK (NEW) - A & P",4.372283,3175,0
"NEW YORK (NEW) - PATHMARK",4.475454,2587,1
"NEW YORK (NEW) - WALDBAUMS",2.759548,5132,0
"ROANOKE (NEW) - FOOD LION",3.046461,2303,0
"ROANOKE (NEW) - KROGER CO",2.42319,5761,1
"LOS ANGELES - LUCKY",3.59576,9435,1
"LOS ANGELES - RALPHS",3.052765,6690,1
"LOS ANGELES - VONS",3.672896,8722,1
"CHICAGO - DOMINICK",2.915798,11128,1
"CHICAGO - JEWEL",2.991779,21286,1
"CHICAGO - OMNI",2.688406,3450,0
"HOUSTON - KROGER CO",2.740737,9797,0
"HOUSTON - RANDALLS",2.834118,5522,0
"PITTSBURGH - GIANT EAGLE",2.653423,5084,1
"DETROIT - FARMER JACKS",3.395405,3308,1
"DETROIT - KROGER CO",3.29043,3908,1
"CLEVELAND - STOP N SHOP",2.69077,3803,1
"ST. LOUIS - NATIONAL SUPER",3.462259,1921,0
"ST. LOUIS - SCHNUCK MARKETS",3.318786,4216,1
"DALLAS/FT. WORTH - ALBERTSONS",3.453782,3451,0
"DALLAS/FT. WORTH - KROGER CO",2.430754,5170,1
"DALLAS/FT. WORTH - TOM THUMB",2.666864,5061,1
"DALLAS/FT. WORTH - WINN DIXIE",2.373698,2593,1
"BOSTON - SHAWS",2.460414,1983,0
"BOSTON - STAR MARKET",3.130552,743,0
"BOSTON - STOP & SHOP",2.468286,2759,0
"SAN FRANCISCO - LUCKY",3.733309,5407,1
"TAMPA/ST. PETE - KASH N KARRY",2.773478,3876,0
"TAMPA/ST. PETE - PUBLIX",3.047101,4777,1
"TAMPA/ST. PETE - WINN DIXIE",2.662668,5668,1
"DENVER - KING SOOPERS INC",2.668728,9865,1
"PHILADELPHIA - ACME MARKET",3.699042,2924,0
"ATLANTA - KROGER CO",2.585988,5838,1
"ATLANTA - WINN DIXIE",2.70831,3538,0
"CINCINNATI - KROGER CO",3.024566,5699,0
"INDIANAPOLIS - KROGER CO",2.40545,4807,1
"OKLAHOMA CITY - HOMELAND",2.43567,2596,1
"SACRAMENTO - RALEYS",2.652669,3691,1
"SAN DIEGO - LUCKY",3.746629,3189,1
"SAN DIEGO - RALPHS",3.052445,1697,1
"SALT LAKE CITY - SMITHS FOOD",2.770302,3017,1
"PHOENIX - SAFEWAY",3.586716,813,0
"PHOENIX - FRY'S FOOD STORE",3.586947,2375,0
"PHOENIX - SMITHS FOOD",3.352701,981,1
"MIAMI - PUBLIX",2.566975,10168,1
"MIAMI - WINN DIXIE",2.523547,8706,1
"NASHVILLE - KROGER CO",2.386475,4096,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.52892,2749,1
"RALEIGH/GREENSBORO - FOOD LION",2.949638,3872,0
"ALBANY,NY - PRICE CHOPPER",2.648052,770,0
"BALTI/WASH - GIANT FOOD INC",3.778696,4356,0
"BALTI/WASH - SAFEWAY",3.986756,7928,1
"BALTI/WASH - SUPER FRESH",3.464225,1775,0
"MILWAUKEE - KOHLS FOOD STORE",2.677576,3911,0
"NEW ORLEANS - WINN DIXIE",2.387958,6145,1
"BUFFALO/ROCHESTER - TOPS MARKETS",3.198491,2121,0
"BUFFALO/ROCHESTER - WEGMANS",3.337182,3031,1
"CHARLOTTE - BI LO",2.386308,1636,1
"CHARLOTTE - HARRIS TEETER",2.491926,1734,0
"CHARLOTTE - WINN DIXIE",2.254424,3730,1
"CHARLOTTE - FOOD LION",2.970617,3029,0
"HARTFORD - STOP & SHOP",3.359057,1866,0
"JACKSONVILLE,FL - PUBLIX",3.172684,1274,0
"JACKSONVILLE,FL - WINN DIXIE",2.696663,2967,0
"JACKSONVILLE,FL - FOOD LION",2.412857,1400,1
"LOUISVILLE - KROGER CO",2.447791,4549,1
"LOUISVILLE - WINN DIXIE",2.360396,2525,1
"RICHMOND/NORFOLK - FOOD LION",3.042231,3173,0
"RICHMOND/NORFOLK - NEW FARM FRESH",2.892276,1968,1
"COLUMBUS,OH - BIG BEAR",3.579304,1034,0
"COLUMBUS,OH - KROGER CO",2.386792,3498,0
"LITTLE ROCK - HARVEST FOODS",2.629649,1882,1
"WICHITA - DILLON COMPANIES",3.396162,1459,0
"SOUTH CAROLINA - BI LO",2.386655,7958,1
"SOUTH CAROLINA - FOOD LION",2.59523,3103,0
"SOUTH CAROLINA - WINN DIXIE",2.373679,5395,1
"ORLANDO,FL - PUBLIX",2.945116,5047,1
"ORLANDO,FL - WINN DIXIE",2.477788,3399,1
"ORLANDO,FL - FOOD LION",2.410714,840,1
"SYRACUSE - P & C FOOD MARKE",2.177223,1563,0
"SYRACUSE - PRICE CHOPPER",2.814103,312,0
"SYRACUSE - WEGMANS",3.469438,818,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106699,5717,0
"SAN ANT/CORPUS CHR - H E BUTT",3.053325,12302,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.428658,8214,1
"BIRMINGHAM/MONTGOM - KROGER",2.386632,1945,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.398286,5717,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.555694,1607,1
"NEW YORK (NEW) - A & P",3.52919,3186,0
"NEW YORK (NEW) - PATHMARK",4.474379,2576,1
"NEW YORK (NEW) - WALDBAUMS",4.632442,1646,0
"ROANOKE (NEW) - FOOD LION",3.046547,1998,0
"ROANOKE (NEW) - KROGER CO",2.423997,6184,1
"LOS ANGELES - LUCKY",3.335737,9293,1
"LOS ANGELES - RALPHS",3.053529,6688,1
"LOS ANGELES - VONS",3.670823,6817,1
"CHICAGO - DOMINICK",3.230941,5365,1
"CHICAGO - JEWEL",3.022342,24975,1
"CHICAGO - OMNI",2.678498,3409,0
"HOUSTON - KROGER CO",2.752487,10355,0
"HOUSTON - RANDALLS",2.818243,4440,1
"PITTSBURGH - GIANT EAGLE",3.326379,3355,1
"DETROIT - FARMER JACKS",3.336104,3850,1
"DETROIT - KROGER CO",3.372331,3325,1
"CLEVELAND - STOP N SHOP",2.652584,4663,1
"ST. LOUIS - NATIONAL SUPER",3.432536,2090,0
"ST. LOUIS - SCHNUCK MARKETS",3.320156,5135,1
"DALLAS/FT. WORTH - ALBERTSONS",3.453412,2887,0
"DALLAS/FT. WORTH - KROGER CO",2.436798,6321,1
"DALLAS/FT. WORTH - TOM THUMB",3.18669,3396,0
"DALLAS/FT. WORTH - WINN DIXIE",2.373855,2402,1
"BOSTON - SHAWS",2.467749,2217,0
"BOSTON - STAR MARKET",2.653736,1392,0
"BOSTON - STOP & SHOP",2.470857,3500,0
"SAN FRANCISCO - LUCKY",3.730875,5451,1
"TAMPA/ST. PETE - KASH N KARRY",2.568605,2580,0
"TAMPA/ST. PETE - PUBLIX",3.038638,5021,1
"TAMPA/ST. PETE - WINN DIXIE",2.73096,4241,1
"DENVER - KING SOOPERS INC",2.712056,7623,1
"PHILADELPHIA - ACME MARKET",3.68243,3193,1
"ATLANTA - KROGER CO",2.559499,5832,0
"ATLANTA - WINN DIXIE",2.689677,3158,1
"CINCINNATI - KROGER CO",2.982403,7217,1
"INDIANAPOLIS - KROGER CO",2.406371,5431,1
"OKLAHOMA CITY - HOMELAND",2.633163,1960,1
"SACRAMENTO - RALEYS",2.653089,2946,1
"SAN DIEGO - LUCKY",3.734434,2666,1
"SAN DIEGO - RALPHS",3.053571,1736,1
"SALT LAKE CITY - SMITHS FOOD",3.211242,1103,1
"PHOENIX - SAFEWAY",2.920705,1362,1
"PHOENIX - FRY'S FOOD STORE",3.58595,1879,0
"PHOENIX - SMITHS FOOD",3.42788,1033,0
"MIAMI - PUBLIX",2.764089,8961,1
"MIAMI - WINN DIXIE",2.499604,8843,1
"NASHVILLE - KROGER CO",2.386758,4667,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.427978,2409,1
"RALEIGH/GREENSBORO - FOOD LION",2.795632,3846,0
"ALBANY,NY - PRICE CHOPPER",2.651325,717,0
"BALTI/WASH - GIANT FOOD INC",3.780012,4823,0
"BALTI/WASH - SAFEWAY",3.987169,3663,1
"BALTI/WASH - SUPER FRESH",3.99469,1130,0
"MILWAUKEE - KOHLS FOOD STORE",3.265577,1958,0
"NEW ORLEANS - WINN DIXIE",2.385924,5172,1
"BUFFALO/ROCHESTER - TOPS MARKETS",3.201016,2363,0
"BUFFALO/ROCHESTER - WEGMANS",3.359398,2724,1
"CHARLOTTE - BI LO",2.38695,1318,0
"CHARLOTTE - HARRIS TEETER",2.516456,1580,0
"CHARLOTTE - WINN DIXIE",2.252042,3428,1
"CHARLOTTE - FOOD LION",3.035736,3358,0
"HARTFORD - STOP & SHOP",3.370099,2321,0
"JACKSONVILLE,FL - PUBLIX",3.168353,1384,0
"JACKSONVILLE,FL - WINN DIXIE",2.689697,2475,0
"JACKSONVILLE,FL - FOOD LION",2.621762,1158,1
"LOUISVILLE - KROGER CO",2.468375,5660,1
"LOUISVILLE - WINN DIXIE",2.359303,3042,1
"RICHMOND/NORFOLK - FOOD LION",3.050662,3099,0
"RICHMOND/NORFOLK - NEW FARM FRESH",3.492485,2262,1
"COLUMBUS,OH - BIG BEAR",2.731329,2062,1
"COLUMBUS,OH - KROGER CO",2.386784,3511,0
"LITTLE ROCK - HARVEST FOODS",2.68368,1685,1
"WICHITA - DILLON COMPANIES",3.694783,1150,0
"SOUTH CAROLINA - BI LO",2.386785,6735,1
"SOUTH CAROLINA - FOOD LION",2.575328,3883,0
"SOUTH CAROLINA - WINN DIXIE",2.375395,3796,1
"ORLANDO,FL - PUBLIX",2.94442,4480,1
"ORLANDO,FL - WINN DIXIE",2.50578,3547,1
"ORLANDO,FL - FOOD LION",2.555016,618,1
"SYRACUSE - P & C FOOD MARKE",3.140802,973,0
"SYRACUSE - PRICE CHOPPER",2.857143,273,0
"SYRACUSE - WEGMANS",3.480118,679,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106492,5052,0
"SAN ANT/CORPUS CHR - H E BUTT",3.053266,9950,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.407571,8850,1
"BIRMINGHAM/MONTGOM - KROGER",2.386736,2684,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.392262,4859,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.554455,1616,1
"NEW YORK (NEW) - A & P",2.696599,7439,0
"NEW YORK (NEW) - PATHMARK",4.474218,3549,1
"NEW YORK (NEW) - WALDBAUMS",4.631313,1782,0
"ROANOKE (NEW) - FOOD LION",3.048148,2160,0
"ROANOKE (NEW) - KROGER CO",2.409091,6842,1
"LOS ANGELES - LUCKY",2.708112,16753,1
"LOS ANGELES - RALPHS",3.053459,6809,1
"LOS ANGELES - VONS",3.747104,6216,0
"CHICAGO - DOMINICK",3.24633,6540,0
"CHICAGO - JEWEL",3.273681,11824,0
"CHICAGO - OMNI",2.373366,12548,1
"HOUSTON - KROGER CO",2.738337,7888,0
"HOUSTON - RANDALLS",3.650904,4589,1
"PITTSBURGH - GIANT EAGLE",3.328035,2265,0
"DETROIT - FARMER JACKS",3.397315,2235,0
"DETROIT - KROGER CO",3.385759,2219,0
"CLEVELAND - STOP N SHOP",3.087012,2356,0
"ST. LOUIS - NATIONAL SUPER",2.653471,6669,1
"ST. LOUIS - SCHNUCK MARKETS",3.319909,3948,0
"DALLAS/FT. WORTH - ALBERTSONS",3.453548,3735,0
"DALLAS/FT. WORTH - KROGER CO",2.439059,3528,1
"DALLAS/FT. WORTH - TOM THUMB",3.186706,2678,0
"DALLAS/FT. WORTH - WINN DIXIE",2.373038,2930,1
"BOSTON - SHAWS",2.459232,1901,0
"BOSTON - STAR MARKET",3.138514,592,0
"BOSTON - STOP & SHOP",2.386711,3010,0
"SAN FRANCISCO - LUCKY",3.733138,4433,1
"TAMPA/ST. PETE - KASH N KARRY",3.192855,3023,0
"TAMPA/ST. PETE - PUBLIX",3.055406,6299,1
"TAMPA/ST. PETE - WINN DIXIE",2.613509,5907,1
"DENVER - KING SOOPERS INC",3.3258,4779,1
"PHILADELPHIA - ACME MARKET",3.672734,2527,1
"ATLANTA - KROGER CO",2.567486,4312,0
"ATLANTA - WINN DIXIE",2.687536,3498,0
"CINCINNATI - KROGER CO",2.988778,4099,1
"INDIANAPOLIS - KROGER CO",2.388481,4219,1
"OKLAHOMA CITY - HOMELAND",2.768741,1414,1
"SACRAMENTO - RALEYS",3.647866,1968,1
"SAN DIEGO - LUCKY",2.709607,6901,1
"SAN DIEGO - RALPHS",3.053076,1658,1
"SALT LAKE CITY - SMITHS FOOD",3.054333,1454,1
"PHOENIX - SAFEWAY",2.989599,1346,1
"PHOENIX - FRY'S FOOD STORE",2.653328,5048,0
"PHOENIX - SMITHS FOOD",3.362199,1328,1
"MIAMI - PUBLIX",2.830147,9991,1
"MIAMI - WINN DIXIE",2.478007,9594,1
"NASHVILLE - KROGER CO",2.386388,3688,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.431776,2675,1
"RALEIGH/GREENSBORO - FOOD LION",2.919928,3347,0
"ALBANY,NY - PRICE CHOPPER",2.638983,590,0
"BALTI/WASH - GIANT FOOD INC",3.186866,6609,0
"BALTI/WASH - SAFEWAY",3.98644,3171,1
"BALTI/WASH - SUPER FRESH",3.824706,850,0
"MILWAUKEE - KOHLS FOOD STORE",3.261132,1325,0
"NEW ORLEANS - WINN DIXIE",2.370422,5051,1
"BUFFALO/ROCHESTER - TOPS MARKETS",2.36,14425,1
"BUFFALO/ROCHESTER - WEGMANS",3.36174,1678,1
"CHARLOTTE - BI LO",2.387361,1709,1
"CHARLOTTE - HARRIS TEETER",2.491535,1713,0
"CHARLOTTE - WINN DIXIE",2.239661,4014,1
"CHARLOTTE - FOOD LION",3.053905,2356,0
"HARTFORD - STOP & SHOP",2.520224,4648,0
"JACKSONVILLE,FL - PUBLIX",3.170035,1435,0
"JACKSONVILLE,FL - WINN DIXIE",2.656405,3216,0
"JACKSONVILLE,FL - FOOD LION",2.665222,923,1
"LOUISVILLE - KROGER CO",2.46189,2624,1
"LOUISVILLE - WINN DIXIE",2.359763,3544,1
"RICHMOND/NORFOLK - FOOD LION",3.050345,2463,0
"RICHMOND/NORFOLK - NEW FARM FRESH",3.495122,1640,1
"COLUMBUS,OH - BIG BEAR",2.724157,1809,1
"COLUMBUS,OH - KROGER CO",2.386503,3097,0
"LITTLE ROCK - HARVEST FOODS",2.6801,2010,1
"WICHITA - DILLON COMPANIES",3.693006,1101,0
"SOUTH CAROLINA - BI LO",2.386589,8381,1
"SOUTH CAROLINA - FOOD LION",2.6223,3982,0
"SOUTH CAROLINA - WINN DIXIE",2.373497,4573,1
"ORLANDO,FL - PUBLIX",2.982567,5048,1
"ORLANDO,FL - WINN DIXIE",2.389583,5683,1
"ORLANDO,FL - FOOD LION",2.646965,626,0
"SYRACUSE - P & C FOOD MARKE",2.416862,854,0
"SYRACUSE - PRICE CHOPPER",2.852814,231,0
"SYRACUSE - WEGMANS",3.478351,485,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106501,5061,0
"SAN ANT/CORPUS CHR - H E BUTT",3.053329,12376,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.393447,7996,1
"BIRMINGHAM/MONTGOM - KROGER",2.38695,1977,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.305534,6343,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",3.146718,1036,1
"NEW YORK (NEW) - A & P",2.712354,7617,0
"NEW YORK (NEW) - PATHMARK",2.244007,35249,1
"NEW YORK (NEW) - WALDBAUMS",4.630975,1569,0
"ROANOKE (NEW) - FOOD LION",3.049841,1886,0
"ROANOKE (NEW) - KROGER CO",2.425384,4751,1
"LOS ANGELES - LUCKY",2.728404,18244,1
"LOS ANGELES - RALPHS",3.303529,4619,1
"LOS ANGELES - VONS",3.761611,7127,0
"CHICAGO - DOMINICK",3.15781,9296,0
"CHICAGO - JEWEL",3.270094,13984,0
"CHICAGO - OMNI",2.688468,3746,1
"HOUSTON - KROGER CO",2.738558,11318,0
"HOUSTON - RANDALLS",3.65397,4043,0
"PITTSBURGH - GIANT EAGLE",3.326638,3037,0
"DETROIT - FARMER JACKS",3.39616,3125,1
"DETROIT - KROGER CO",3.360809,3312,0
"CLEVELAND - STOP N SHOP",3.185737,2552,0
"ST. LOUIS - NATIONAL SUPER",3.027726,3751,1
"ST. LOUIS - SCHNUCK MARKETS",3.320182,5500,0
"DALLAS/FT. WORTH - ALBERTSONS",2.386811,4974,0
"DALLAS/FT. WORTH - KROGER CO",2.433065,5468,1
"DALLAS/FT. WORTH - TOM THUMB",3.186028,2505,0
"DALLAS/FT. WORTH - WINN DIXIE",2.372832,2768,1
"BOSTON - SHAWS",2.460886,2122,0
"BOSTON - STAR MARKET",3.133047,699,0
"BOSTON - STOP & SHOP",2.459106,2751,0
"SAN FRANCISCO - LUCKY",3.748846,6064,1
"TAMPA/ST. PETE - KASH N KARRY",3.222636,3225,0
"TAMPA/ST. PETE - PUBLIX",2.73774,6097,1
"TAMPA/ST. PETE - WINN DIXIE",2.558016,6955,0
"DENVER - KING SOOPERS INC",3.751844,3796,1
"PHILADELPHIA - ACME MARKET",3.686269,3452,1
"ATLANTA - KROGER CO",3.32546,4022,0
"ATLANTA - WINN DIXIE",2.69233,3403,0
"CINCINNATI - KROGER CO",2.982777,5516,1
"INDIANAPOLIS - KROGER CO",2.39338,5529,1
"OKLAHOMA CITY - HOMELAND",3.144116,1589,1
"SACRAMENTO - RALEYS",3.85351,1966,1
"SAN DIEGO - LUCKY",2.707411,8042,1
"SAN DIEGO - RALPHS",4.218295,962,1
"SALT LAKE CITY - SMITHS FOOD",3.985705,1469,1
"PHOENIX - SAFEWAY",2.920546,1611,1
"PHOENIX - FRY'S FOOD STORE",2.653126,5071,0
"PHOENIX - SMITHS FOOD",3.350353,1273,1
"MIAMI - PUBLIX",2.698924,10685,1
"MIAMI - WINN DIXIE",2.414407,9995,1
"NASHVILLE - KROGER CO",2.519871,4957,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.448069,3004,1
"RALEIGH/GREENSBORO - FOOD LION",2.921476,4228,0
"ALBANY,NY - PRICE CHOPPER",2.675607,783,0
"BALTI/WASH - GIANT FOOD INC",3.186597,5745,1
"BALTI/WASH - SAFEWAY",3.986658,4497,1
"BALTI/WASH - SUPER FRESH",3.409722,1152,0
"MILWAUKEE - KOHLS FOOD STORE",3.239642,1786,0
"NEW ORLEANS - WINN DIXIE",2.555208,5117,1
"BUFFALO/ROCHESTER - TOPS MARKETS",3.204297,2374,1
"BUFFALO/ROCHESTER - WEGMANS",3.364434,2851,1
"CHARLOTTE - BI LO",2.386328,1887,0
"CHARLOTTE - HARRIS TEETER",2.471657,1817,0
"CHARLOTTE - WINN DIXIE",2.240216,3705,1
"CHARLOTTE - FOOD LION",3.039733,2995,0
"HARTFORD - STOP & SHOP",3.40784,2398,0
"JACKSONVILLE,FL - PUBLIX",2.813385,1554,0
"JACKSONVILLE,FL - WINN DIXIE",2.680205,3127,0
"JACKSONVILLE,FL - FOOD LION",2.717949,936,1
"LOUISVILLE - KROGER CO",2.466929,4581,1
"LOUISVILLE - WINN DIXIE",2.359821,3121,1
"RICHMOND/NORFOLK - FOOD LION",3.031137,3886,0
"RICHMOND/NORFOLK - NEW FARM FRESH",3.501517,1978,1
"COLUMBUS,OH - BIG BEAR",2.712756,3269,1
"COLUMBUS,OH - KROGER CO",2.386722,4308,0
"LITTLE ROCK - HARVEST FOODS",2.718227,2030,0
"WICHITA - DILLON COMPANIES",3.693636,1100,0
"SOUTH CAROLINA - BI LO",2.38678,8139,1
"SOUTH CAROLINA - FOOD LION",2.694975,3403,1
"SOUTH CAROLINA - WINN DIXIE",2.373936,4466,1
"ORLANDO,FL - PUBLIX",2.804502,5509,1
"ORLANDO,FL - WINN DIXIE",2.373609,3774,1
"ORLANDO,FL - FOOD LION",2.728814,708,1
"SYRACUSE - P & C FOOD MARKE",2.335707,983,0
"SYRACUSE - PRICE CHOPPER",2.868715,358,0
"SYRACUSE - WEGMANS",3.475712,597,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106464,5523,0
"SAN ANT/CORPUS CHR - H E BUTT",3.053333,16650,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.391771,9138,1
"BIRMINGHAM/MONTGOM - KROGER",2.520018,2223,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.319017,6147,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.488535,1570,1
"NEW YORK (NEW) - A & P",4.39522,3431,0
"NEW YORK (NEW) - PATHMARK",4.479816,4137,1
"NEW YORK (NEW) - WALDBAUMS",4.641757,1753,0
"ROANOKE (NEW) - FOOD LION",3.050638,2350,0
"ROANOKE (NEW) - KROGER CO",2.429838,6314,1
"LOS ANGELES - LUCKY",2.815536,10582,1
"LOS ANGELES - RALPHS",3.053109,6835,1
"LOS ANGELES - VONS",3.659559,5440,1
"CHICAGO - DOMINICK",3.24034,5875,0
"CHICAGO - JEWEL",3.273899,12720,0
"CHICAGO - OMNI",2.705077,3723,1
"HOUSTON - KROGER CO",2.462377,13768,1
"HOUSTON - RANDALLS",2.792548,6334,1
"PITTSBURGH - GIANT EAGLE",3.326599,2376,0
"DETROIT - FARMER JACKS",3.242737,3683,0
"DETROIT - KROGER CO",2.842796,3047,0
"CLEVELAND - STOP N SHOP",3.160729,2470,0
"ST. LOUIS - NATIONAL SUPER",3.476783,2089,1
"ST. LOUIS - SCHNUCK MARKETS",3.319806,4337,0
"DALLAS/FT. WORTH - ALBERTSONS",2.386691,5004,0
"DALLAS/FT. WORTH - KROGER CO",2.445514,5506,1
"DALLAS/FT. WORTH - TOM THUMB",3.187011,2171,1
"DALLAS/FT. WORTH - WINN DIXIE",2.373198,3052,1
"BOSTON - SHAWS",2.458396,2007,0
"BOSTON - STAR MARKET",3.129032,744,0
"BOSTON - STOP & SHOP",2.468943,2753,0
"SAN FRANCISCO - LUCKY",3.754461,5828,1
"TAMPA/ST. PETE - KASH N KARRY",2.877614,3252,0
"TAMPA/ST. PETE - PUBLIX",2.693166,6453,1
"TAMPA/ST. PETE - WINN DIXIE",2.534553,7105,1
"DENVER - KING SOOPERS INC",3.730909,4125,1
"PHILADELPHIA - ACME MARKET",3.673095,3267,0
"ATLANTA - KROGER CO",3.411846,3613,0
"ATLANTA - WINN DIXIE",2.668166,3556,0
"CINCINNATI - KROGER CO",2.653087,6284,0
"INDIANAPOLIS - KROGER CO",2.391012,4762,1
"OKLAHOMA CITY - HOMELAND",3.130752,1369,1
"SACRAMENTO - RALEYS",3.733737,1322,1
"SAN DIEGO - LUCKY",2.741302,4225,1
