"deny","pi_exceed","black","poor_credit","selfemp","condomin","hschool","lvrat","pirat"
0,"no","no","no","no","yes","yes",0.496,0.28
0,"no","no","no","no","yes","yes",0.674,0.31
0,"no","no","no","no","no","yes",0.495,0.31
0,"no","no","no","no","no","yes",0.669,0.35
0,"yes","no","no","no","no","yes",0.899,0.37
0,"no","no","no","yes","no","yes",0.704,0.32
0,"no","no","no","no","no","yes",0.674,0.34
0,"no","yes","no","no","no","yes",0.861,0.34
0,"no","no","yes","no","yes","yes",0.377,0.33
0,"no","yes","no","no","yes","yes",0.646,0.22
0,"yes","no","no","no","yes","yes",0.595,0.37
0,"yes","no","no","no","no","yes",0.794,0.49
0,"yes","yes","no","no","no","yes",0.752,0.36
0,"yes","no","no","no","yes","yes",0.562,0.36
0,"no","no","no","no","no","yes",0.291,0.34
0,"no","yes","no","no","yes","yes",0.875,0.33
0,"no","yes","no","no","yes","yes",0.438,0.28
0,"no","no","no","no","no","yes",0.731,0.33
0,"no","no","no","no","yes","yes",0.68,0.33
0,"yes","no","no","no","no","yes",0.548,0.36
0,"no","no","no","no","no","yes",0.669,0.35
0,"yes","yes","no","no","yes","yes",0.442,0.37
0,"no","no","no","no","no","yes",0.752,0.32
0,"no","no","no","no","yes","yes",0.639,0.29
0,"no","no","no","no","no","yes",0.739,0.27
0,"yes","no","no","no","no","yes",0.767,0.39
0,"yes","yes","no","no","yes","yes",0.878,0.42
0,"no","no","no","no","yes","yes",0.807,0.31
0,"no","yes","no","no","yes","no",0.878,0.35
0,"no","yes","no","no","yes","no",0.75,0.29
0,"no","no","no","no","yes","yes",0.606,0.29
0,"no","no","no","no","no","yes",0.746,0.28
0,"no","no","no","no","yes","yes",0.793,0.33
0,"yes","no","no","no","no","yes",0.949,0.43
0,"no","no","no","no","no","yes",0.898,0.31
0,"no","no","no","no","yes","yes",0.556,0.26
0,"no","yes","no","no","yes","yes",0.475,0.34
0,"yes","no","no","no","no","yes",0.554,0.49
0,"no","no","no","no","yes","yes",0.643,0.3
0,"no","no","no","no","yes","yes",0.645,0.33
0,"no","no","no","no","yes","yes",0.579,0.31
0,"yes","yes","no","no","yes","yes",0.438,0.45
0,"no","yes","no","no","yes","no",0.792,0.23
0,"no","no","no","yes","no","yes",0.219,0.11
0,"yes","no","no","no","yes","yes",0.707,0.37
0,"no","no","no","yes","yes","yes",0.788,0.24
0,"no","no","no","no","no","yes",0.483,0.19
0,"no","no","no","no","no","yes",0.797,0.26
0,"no","no","no","no","no","yes",0.545,0.33
0,"no","no","no","no","no","yes",0.379,0.27
0,"no","no","no","yes","no","yes",0.588,0.28
0,"yes","no","no","no","no","yes",0.702,0.37
0,"no","no","no","yes","yes","yes",0.467,0.28
0,"yes","no","no","no","yes","yes",0.74,0.42
0,"yes","no","no","no","no","yes",0.789,0.39
0,"no","no","no","no","yes","yes",0.699,0.26
0,"no","no","no","no","no","yes",0.748,0.33
0,"yes","no","yes","no","no","yes",0.897,0.36
0,"no","no","no","no","no","yes",0.778,0.33
0,"yes","no","no","yes","no","yes",0.738,0.47
0,"yes","no","no","yes","no","yes",0.782,0.57
0,"yes","no","no","no","no","yes",0.731,0.36
0,"no","yes","no","no","yes","yes",0.724,0.35
0,"no","no","no","yes","yes","yes",0.639,0.2
0,"no","no","no","yes","no","yes",0.606,0.11
0,"yes","no","no","no","no","yes",0.886,0.37
0,"no","no","no","no","yes","yes",0.727,0.16
0,"no","yes","no","no","yes","yes",0.475,0.3
0,"no","no","no","yes","yes","yes",0.7,0.35
0,"no","yes","no","no","yes","yes",0.743,0.32
0,"no","no","no","no","yes","yes",0.74,0.33
0,"no","no","no","no","no","yes",0.703,0.13
0,"no","yes","no","no","no","yes",0.885,0.31
0,"no","no","no","no","no","yes",0.843,0.27
0,"yes","no","no","yes","no","yes",0.794,0.56
0,"no","yes","no","no","no","yes",0.718,0.31
0,"no","no","no","no","no","yes",0.677,0.31
0,"no","yes","no","no","yes","yes",0.9,0.34
0,"no","yes","yes","no","yes","yes",0.716,0.28
0,"yes","no","no","no","yes","yes",0.794,0.37
0,"no","yes","no","no","yes","yes",0.366,0.31
0,"no","no","no","no","yes","no",0.193,0.32
0,"no","no","no","no","no","yes",0.864,0.33
0,"no","no","no","no","yes","yes",0.805,0.25
0,"yes","no","no","no","no","yes",0.798,0.47
0,"no","no","no","no","yes","yes",0.886,0.26
0,"no","no","no","no","no","yes",0.795,0.32
0,"yes","no","no","no","no","yes",0.891,0.39
0,"no","yes","no","no","yes","yes",0.938,0.32
0,"no","no","no","no","no","yes",0.31,0.25
0,"no","no","no","no","yes","yes",0.281,0.11
0,"no","no","no","no","yes","yes",0.799,0.27
0,"no","no","no","no","yes","yes",0.715,0.31
0,"yes","no","no","no","no","yes",0.87,0.36
0,"no","no","no","no","yes","yes",0.633,0.24
0,"yes","no","no","no","yes","yes",0.778,0.36
0,"yes","no","no","no","no","yes",0.751,0.39
0,"no","no","no","no","no","yes",0.904,0.35
0,"no","yes","no","no","yes","yes",0.655,0.33
0,"no","no","no","no","no","yes",0.68,0.34
0,"yes","no","no","no","no","yes",0.795,0.51
0,"no","no","no","no","no","yes",0.794,0.3
0,"no","no","no","no","yes","yes",0.724,0.24
0,"no","yes","no","no","yes","yes",0.958,0.3
0,"no","no","yes","no","no","yes",0.797,0.35
0,"no","no","no","no","yes","yes",0.621,0.23
0,"no","no","no","no","yes","yes",0.646,0.23
0,"yes","no","no","no","no","yes",0.8,0.36
0,"no","no","no","no","no","yes",0.684,0.28
0,"no","no","no","no","no","yes",0.771,0.33
0,"no","no","no","no","no","yes",0.739,0.31
0,"no","no","no","no","yes","yes",0.489,0.04
0,"no","no","no","no","no","yes",0.6,0.35
0,"no","no","no","yes","yes","yes",0.397,0.22
0,"no","no","no","no","no","yes",0.714,0.26
0,"no","no","no","yes","yes","yes",0.8,0.29
0,"no","no","no","no","yes","yes",0.682,0.31
0,"no","no","yes","no","no","yes",0.781,0.32
0,"yes","no","no","no","yes","yes",0.789,0.38
0,"no","no","no","no","no","yes",0.863,0.34
0,"no","no","no","no","no","yes",0.684,0.34
0,"no","no","no","no","no","yes",0.455,0.29
0,"no","no","no","no","no","yes",0.857,0.31
0,"no","no","no","no","no","yes",0.745,0.22
0,"no","no","no","no","yes","yes",0.667,0.34
0,"no","no","no","no","yes","yes",0.736,0.31
0,"no","no","no","no","no","yes",0.667,0.31
0,"no","no","no","no","yes","yes",0.543,0.23
1,"yes","no","no","yes","no","yes",0.902,0.47
1,"yes","no","yes","no","yes","yes",0.904,0.42
1,"yes","yes","no","no","yes","yes",0.939,0.39
1,"yes","no","no","no","yes","yes",0.902,0.42
1,"yes","yes","no","no","yes","yes",0.752,0.39
1,"no","no","no","no","yes","yes",0.846,0.33
1,"no","no","no","yes","yes","yes",0.695,0.28
1,"yes","no","no","no","yes","yes",0.735,0.52
1,"no","no","no","no","yes","yes",0.773,0.07
1,"yes","yes","yes","no","no","yes",0.904,0.44
1,"yes","no","no","no","yes","yes",0.885,0.36
1,"yes","no","no","no","yes","yes",0.621,0.42
1,"yes","yes","no","no","yes","yes",0.791,0.44
1,"yes","no","no","yes","no","yes",0.8,0.46
1,"yes","yes","yes","no","no","yes",0.954,0.47
1,"yes","yes","yes","no","yes","yes",0.9,0.38
1,"yes","no","no","no","no","yes",0.883,0.48
1,"no","no","no","no","no","yes",0.7,0.28
1,"yes","yes","no","no","yes","no",0.77,0.37
1,"no","yes","yes","no","no","yes",0.934,0.35
1,"yes","yes","yes","no","no","yes",0.942,0.4
1,"yes","no","no","yes","yes","yes",0.805,0.36
1,"no","yes","no","no","no","yes",0.817,0.34
1,"yes","yes","yes","no","no","yes",0.909,0.45
1,"yes","no","no","yes","no","yes",0.925,0.4
1,"yes","yes","no","no","yes","yes",1.028,0.38
1,"no","yes","yes","no","no","yes",0.8,0.18
1,"yes","no","yes","no","no","yes",0.883,0.38
1,"yes","no","no","no","yes","yes",0.844,0.37
1,"no","no","yes","yes","yes","yes",1.416,0.16
1,"yes","no","no","no","no","yes",0.812,0.37
1,"no","no","no","no","no","yes",0.612,0.2
1,"no","no","no","no","no","yes",0.952,0.32
0,"no","no","no","no","no","yes",0.797,0.32
0,"yes","no","no","no","no","yes",0.928,0.36
0,"no","no","no","no","no","yes",0.836,0.34
0,"no","no","no","no","no","yes",0.918,0.34
0,"yes","no","no","no","no","yes",0.818,0.36
0,"no","no","no","yes","no","yes",0.63,0.19
0,"no","no","no","no","no","yes",0.863,0.34
0,"no","no","no","no","no","yes",0.71,0.23
0,"no","no","no","no","no","yes",0.561,0.14
0,"no","no","no","no","no","yes",0.789,0.35
1,"no","no","no","no","no","yes",0.899,0.33
0,"no","no","no","no","no","yes",0.692,0.18
0,"no","no","no","no","no","yes",0.861,0.26
1,"no","no","no","no","no","no",0.891,0.34
0,"no","no","no","no","yes","yes",0.564,0.26
0,"no","no","no","no","yes","yes",0.786,0.26
0,"no","no","no","no","no","yes",0.616,0.22
0,"no","no","no","no","no","yes",0.588,0.29
0,"no","no","no","no","no","yes",0.681,0.29
0,"no","no","no","yes","no","yes",0.667,0.28
0,"no","no","no","yes","no","yes",0.778,0.25
0,"no","no","no","no","no","yes",0.784,0.31
0,"yes","no","no","no","no","yes",0.752,0.36
0,"no","no","no","no","no","yes",0.857,0.24
0,"no","no","no","yes","no","yes",0.789,0.34
0,"yes","no","no","no","no","yes",0.771,0.37
1,"no","no","no","no","no","yes",0.844,0.34
0,"no","no","no","no","no","yes",0.724,0.28
0,"yes","no","no","no","no","yes",0.754,0.36
0,"yes","no","no","no","yes","yes",0.918,0.36
0,"no","no","no","no","no","yes",0.876,0.35
0,"no","no","no","no","yes","yes",0.466,0.24
0,"yes","no","no","yes","no","yes",0.647,0.38
0,"no","no","no","no","no","yes",0.748,0.35
0,"yes","no","no","no","no","yes",0.791,0.4
0,"yes","no","no","no","no","yes",0.878,0.4
0,"yes","no","yes","no","no","yes",0.795,0.36
0,"yes","no","no","no","no","yes",0.87,0.38
0,"yes","yes","yes","no","no","yes",0.882,0.4
1,"yes","no","yes","no","no","yes",0.9,0.44
0,"yes","yes","no","no","yes","yes",0.881,0.41
1,"yes","yes","yes","no","yes","yes",0.8,0.37
1,"no","yes","no","no","yes","yes",0.9,0.33
1,"yes","no","no","yes","no","yes",0.798,0.39
0,"no","no","no","no","no","yes",0.832,0.32
1,"yes","yes","yes","no","yes","yes",0.868,0.38
0,"no","no","no","yes","no","yes",0.75,0.21
1,"yes","no","no","no","no","yes",0.584,0.44
1,"no","no","yes","yes","no","yes",0.829,0.19
0,"yes","no","no","no","no","no",0.717,0.39
0,"yes","yes","no","no","yes","yes",0.904,0.4
0,"yes","no","no","no","no","yes",0.837,0.44
1,"no","yes","yes","no","no","yes",0.9,0.34
0,"yes","yes","yes","no","no","yes",0.778,0.36
0,"no","no","no","no","no","yes",0.723,0.27
0,"yes","no","no","no","no","yes",0.766,0.39
0,"yes","no","no","no","yes","yes",0.897,0.36
0,"yes","no","no","no","yes","yes",0.795,0.37
0,"yes","yes","no","no","yes","yes",0.761,0.36
0,"yes","no","no","no","yes","yes",0.518,0.43
1,"yes","yes","no","no","yes","yes",0.8,0.39
0,"no","no","no","no","no","yes",0.9,0.33
0,"yes","yes","no","no","yes","yes",0.9,0.43
0,"no","no","no","no","no","yes",0.8,0.34
0,"no","yes","no","no","yes","yes",0.86,0.2
0,"no","no","no","no","yes","yes",0.9,0.28
1,"yes","no","no","no","no","yes",0.895,0.42
0,"yes","no","no","no","no","yes",0.9,0.39
1,"yes","yes","yes","no","yes","yes",0.8,0.74
0,"no","no","no","no","no","yes",0.564,0.27
0,"no","no","yes","no","no","yes",0.9,0.24
0,"yes","no","no","no","yes","yes",0.657,0.37
1,"yes","no","no","no","yes","yes",0.752,0.43
0,"no","yes","no","no","no","yes",0.844,0.34
1,"yes","yes","yes","no","no","yes",0.898,0.58
0,"yes","no","no","no","no","yes",0.794,0.4
0,"yes","yes","no","no","yes","yes",0.895,0.42
0,"yes","yes","no","no","yes","yes",0.895,0.42
1,"yes","no","no","yes","no","yes",0.87,0.37
0,"yes","no","no","no","no","yes",0.864,0.39
0,"yes","no","no","no","yes","yes",0.886,0.39
0,"no","no","yes","no","yes","yes",0.891,0.28
0,"no","no","no","no","yes","yes",0.68,0.34
1,"no","no","no","no","yes","yes",1.05,0.25
0,"no","no","no","yes","no","yes",0.8,0.35
0,"no","no","no","yes","yes","yes",0.8,0.33
1,"yes","no","no","yes","no","yes",0.838,0.37
1,"no","no","no","no","no","no",0.9,0.26
0,"no","no","no","no","no","no",0.81,0.24
1,"yes","no","yes","yes","yes","yes",1.038,1.42
1,"yes","no","yes","yes","yes","yes",1.038,1.42
0,"yes","no","no","no","no","yes",0.859,0.39
0,"yes","no","no","no","no","yes",0.744,0.42
1,"yes","no","yes","no","no","yes",0.885,0.41
0,"yes","no","no","no","no","yes",0.894,0.37
0,"no","no","no","no","no","yes",0.883,0.26
1,"yes","no","no","no","yes","yes",0.796,0.37
1,"yes","yes","no","yes","yes","yes",0.887,0.43
1,"yes","no","yes","no","yes","yes",0.794,0.4
0,"yes","no","no","no","no","yes",0.746,0.47
0,"yes","no","no","no","no","yes",0.692,0.36
0,"no","no","no","yes","no","yes",0.786,0.34
0,"no","yes","no","no","no","yes",0.9,0.29
0,"yes","no","no","no","yes","yes",0.899,0.39
0,"no","yes","no","no","no","yes",0.901,0.31
0,"yes","no","no","no","no","yes",0.883,0.4
0,"yes","no","no","no","no","yes",0.875,0.39
1,"yes","no","no","no","no","yes",0.765,0.41
0,"yes","no","no","no","yes","yes",0.713,0.38
0,"no","no","no","no","no","yes",0.7,0.33
1,"yes","yes","no","no","no","yes",0.869,0.39
0,"no","no","no","no","no","yes",0.645,0.29
0,"yes","no","no","no","yes","yes",0.64,0.36
0,"yes","no","no","no","no","yes",0.894,0.36
0,"yes","no","no","no","no","yes",0.714,0.47
0,"no","no","no","no","no","yes",0.8,0.34
0,"yes","no","no","no","no","yes",0.73,0.36
0,"no","no","no","no","no","yes",0.8,0.34
1,"yes","no","no","no","no","yes",0.872,0.38
0,"yes","no","no","no","no","yes",0.785,0.38
0,"yes","no","no","no","no","yes",0.851,0.4
1,"yes","no","yes","no","no","yes",0.8,0.47
0,"no","yes","no","no","no","yes",0.889,0.35
0,"yes","no","no","no","no","yes",0.895,0.41
0,"yes","yes","no","no","no","yes",0.761,0.38
0,"yes","yes","no","no","no","yes",0.785,0.38
1,"no","no","no","no","no","yes",0.861,0.29
0,"yes","no","no","no","yes","yes",0.705,0.36
0,"yes","no","no","no","yes","yes",0.833,0.39
0,"yes","no","no","no","yes","yes",0.885,0.41
1,"yes","no","no","no","no","yes",0.814,0.63
0,"no","no","no","no","yes","yes",0.895,0.26
0,"no","no","no","no","yes","yes",0.877,0.28
0,"no","yes","yes","no","yes","yes",0.897,0.31
0,"no","no","no","no","yes","yes",0.894,0.23
0,"yes","no","no","no","no","yes",0.898,0.42
1,"no","yes","no","no","yes","yes",0.697,0.29
0,"no","no","no","no","no","yes",0.8,0.32
0,"no","no","no","no","no","yes",0.877,0.35
0,"yes","no","no","no","no","yes",0.766,0.43
0,"yes","no","no","no","no","yes",0.903,0.41
0,"yes","no","no","no","no","no",0.703,0.37
0,"yes","no","yes","yes","no","yes",0.8,0.39
1,"yes","no","no","no","no","yes",0.84,0.46
0,"yes","no","no","no","no","yes",0.871,0.38
0,"no","no","no","no","no","yes",0.469,0.33
0,"no","no","yes","no","no","yes",0.657,0.34
1,"no","no","no","no","no","yes",0.758,0.27
0,"yes","no","no","yes","no","yes",0.645,0.36
0,"yes","no","no","no","no","yes",0.755,0.37
0,"no","no","no","no","no","yes",0.718,0.25
0,"no","no","no","no","no","yes",0.705,0.35
0,"no","no","no","no","no","yes",0.514,0.26
0,"no","no","no","no","no","yes",0.941,0.34
0,"no","no","no","no","yes","yes",0.848,0.331
0,"yes","no","no","no","no","yes",0.917,0.375
0,"no","no","no","no","no","yes",0.775,0.234
0,"yes","no","no","no","no","yes",0.808,0.392
0,"no","no","no","no","no","yes",0.495,0.348
0,"no","no","no","no","no","yes",0.518,0.261
1,"no","no","no","no","no","yes",0.942,0.322
0,"no","no","no","no","yes","yes",0.753,0.217
0,"no","no","no","no","no","yes",0.273,0.126
0,"no","no","no","no","no","yes",0.731,0.313
0,"no","no","no","no","no","yes",0.887,0.324
0,"yes","yes","no","no","no","yes",0.897,0.381
0,"no","no","no","no","no","yes",0.8,0.35
0,"no","no","no","no","no","yes",0.652,0.099
0,"no","no","no","no","yes","yes",0.559,0.219
0,"yes","no","no","no","no","yes",0.781,0.386
0,"yes","no","no","no","no","yes",0.872,0.362
0,"no","no","no","no","no","yes",0.698,0.297
0,"yes","no","no","no","no","yes",0.447,0.399
0,"no","no","no","no","no","yes",0.931,0.287
0,"yes","no","no","no","no","yes",0.764,0.356
0,"no","no","no","no","no","yes",0.7,0.347
0,"no","no","no","no","no","yes",0.938,0.305
0,"no","no","no","no","no","yes",0.508,0.296
0,"yes","no","no","no","no","yes",0.765,0.373
0,"no","no","no","no","no","yes",0.779,0.236
0,"no","no","no","no","no","yes",0.896,0.334
0,"no","no","no","no","no","yes",0.775,0.311
0,"no","no","no","no","no","yes",0.087,0.143
0,"no","no","no","no","no","yes",0.779,0.293
0,"no","no","no","no","no","yes",0.559,0.193
0,"yes","no","no","no","no","yes",0.69,0.355
0,"no","no","no","no","no","yes",0.898,0.341
0,"yes","no","no","no","no","yes",0.897,0.371
0,"no","no","no","yes","no","yes",0.894,0.34
0,"no","yes","no","no","yes","yes",0.9,0.329
0,"yes","no","no","no","yes","yes",0.8,0.352
0,"no","no","no","no","no","yes",0.621,0.315
0,"no","no","no","no","no","yes",0.801,0.35
0,"no","no","no","no","no","yes",0.904,0.345
0,"no","no","no","no","no","yes",0.9,0.301
0,"no","no","no","no","no","yes",0.86,0.337
0,"no","no","no","no","no","yes",0.719,0.311
0,"yes","no","no","no","no","yes",0.799,0.378
0,"no","no","no","no","no","yes",0.8,0.321
0,"yes","no","no","no","no","yes",0.897,0.358
0,"no","no","no","no","no","yes",0.731,0.327
0,"yes","no","no","no","yes","yes",0.886,0.364
0,"no","no","no","no","yes","yes",0.802,0.315
1,"yes","no","no","no","yes","yes",0.898,0.442
0,"yes","no","no","no","no","yes",0.825,0.358
0,"no","no","no","no","no","yes",0.715,0.324
0,"yes","no","no","no","no","yes",0.814,0.384
0,"yes","no","no","no","no","yes",0.69,0.387
0,"yes","no","yes","no","yes","yes",0.693,0.361
0,"no","no","no","no","no","yes",0.8,0.336
0,"no","no","no","no","yes","yes",0.76,0.347
0,"no","no","no","yes","yes","yes",0.693,0.22
0,"no","no","no","no","no","yes",0.5,0.317
1,"yes","yes","no","no","no","yes",0.767,0.518
0,"no","no","no","no","yes","yes",0.841,0.309
0,"no","no","no","no","no","yes",0.468,0.33
0,"no","no","no","yes","no","yes",0.9,0.328
0,"yes","no","no","no","no","yes",0.649,0.36
0,"no","no","no","no","no","yes",0.941,0.314
0,"yes","no","no","no","no","yes",0.71,0.388
0,"yes","no","no","no","yes","yes",0.902,0.371
0,"no","no","no","no","no","yes",0.897,0.345
0,"yes","no","no","no","no","yes",0.745,0.37
0,"no","no","no","no","no","yes",0.869,0.323
1,"yes","yes","no","no","no","yes",0.781,0.367
0,"no","no","no","no","no","yes",0.811,0.298
0,"yes","no","no","no","no","yes",0.777,0.366
0,"no","no","no","no","no","yes",0.802,0.289
0,"yes","no","no","yes","no","yes",0.701,0.371
0,"no","no","no","no","no","yes",0.947,0.32
0,"no","no","no","no","no","yes",0.871,0.309
0,"yes","no","no","no","no","yes",0.835,0.354
0,"yes","no","no","no","no","yes",0.942,0.389
0,"no","no","no","no","yes","yes",0.804,0.308
0,"yes","no","no","no","yes","yes",0.573,0.356
0,"no","no","no","no","no","yes",0.608,0.317
0,"no","no","no","no","no","yes",0.5,0.282
0,"no","no","no","no","no","yes",0.902,0.296
0,"yes","no","no","no","no","yes",0.898,0.368
0,"yes","no","no","no","no","yes",0.899,0.36
0,"no","no","no","no","yes","yes",0.753,0.295
0,"no","no","no","no","no","yes",0.593,0.296
0,"yes","no","no","no","no","yes",0.748,0.361
0,"no","no","no","no","no","yes",0.736,0.279
0,"no","yes","no","no","no","yes",0.8,0.293
0,"yes","no","no","no","no","yes",0.75,0.373
0,"no","no","no","no","yes","yes",0.746,0.278
0,"yes","no","yes","no","no","yes",0.953,0.373
1,"no","yes","yes","no","yes","yes",0.899,0.184
0,"no","no","no","no","no","yes",0.887,0.321
0,"yes","no","yes","no","yes","yes",0.803,0.365
0,"yes","no","no","no","no","yes",0.798,0.37
0,"no","no","no","no","no","yes",0.656,0.319
0,"no","no","no","no","no","yes",0.952,0.306
0,"no","no","no","no","no","yes",0.791,0.336
0,"yes","no","no","no","no","yes",0.952,0.364
0,"no","no","no","no","no","yes",0.9,0.302
0,"yes","no","no","no","no","yes",0.898,0.353
0,"yes","no","no","no","no","yes",0.898,0.415
0,"no","no","no","no","no","yes",0.498,0.156
0,"no","no","no","no","no","yes",0.948,0.279
0,"yes","no","no","no","no","yes",0.861,0.396
0,"yes","no","no","no","no","no",0.803,0.377
0,"no","no","no","no","no","yes",0.902,0.341
0,"no","no","no","no","yes","yes",0.595,0.155
0,"yes","no","no","no","no","yes",0.899,0.366
0,"yes","no","no","no","no","yes",0.896,0.37
0,"yes","no","no","no","no","yes",0.753,0.357
0,"no","no","no","no","no","yes",0.6,0.278
1,"no","no","yes","no","no","yes",0.92,0.338
0,"no","no","no","no","no","yes",0.489,0.299
0,"no","no","no","no","no","yes",0.9,0.311
1,"yes","no","no","no","yes","yes",0.904,0.385
0,"yes","yes","no","no","no","yes",0.558,0.359
0,"no","no","no","no","no","yes",0.771,0.325
0,"no","no","no","no","no","yes",0.901,0.347
0,"no","no","no","no","yes","yes",0.369,0.324
0,"no","no","no","no","no","yes",0.901,0.297
0,"no","no","no","no","yes","yes",0.753,0.175
0,"yes","no","no","no","no","yes",0.8,0.369
0,"no","no","no","no","no","yes",0.8,0.324
0,"no","no","no","no","no","yes",0.903,0.311
0,"yes","no","no","no","no","yes",0.951,0.355
0,"no","no","no","no","no","yes",0.803,0.311
0,"yes","no","no","no","no","yes",0.8,0.364
0,"no","no","no","no","no","yes",0.905,0.338
0,"no","no","no","no","no","yes",0.898,0.337
0,"no","no","no","no","yes","yes",0.857,0.225
0,"no","no","no","no","yes","yes",0.721,0.324
0,"no","no","no","no","no","yes",0.88,0.324
0,"no","yes","no","no","no","yes",0.88,0.25
1,"yes","no","no","no","no","yes",0.755,0.36
1,"no","no","no","yes","yes","yes",0.75,0.35
0,"no","yes","no","no","no","yes",0.4,0.35
0,"no","no","no","no","no","yes",0.8,0.35
0,"no","no","no","no","no","yes",0.6,0.334
0,"no","no","no","no","no","yes",0.862,0.301
1,"no","no","no","no","no","yes",0.678,0.303
0,"no","no","no","no","no","yes",0.798,0.346
1,"yes","no","no","no","no","yes",0.704,0.398
1,"no","no","no","no","no","yes",0.8,0.169
0,"no","no","no","no","no","yes",0.883,0.341
0,"yes","no","no","no","no","yes",0.899,0.364
1,"no","no","no","no","no","yes",0.691,0.193
0,"no","no","no","yes","no","yes",0.675,0.178
0,"yes","yes","no","yes","no","yes",0.8,0.36
0,"no","no","no","yes","yes","yes",0.565,0.32
0,"yes","no","yes","no","no","yes",0.803,0.44
0,"no","no","no","no","no","yes",0.902,0.292
0,"yes","no","no","no","no","yes",0.8,0.395
1,"yes","no","no","no","no","yes",0.833,0.37
1,"yes","yes","yes","no","no","yes",0.899,0.44
1,"yes","yes","yes","no","yes","yes",0.504,0.37
0,"no","yes","no","no","yes","yes",0.953,0.294
0,"yes","no","no","no","no","yes",0.865,0.445
0,"no","no","yes","no","yes","yes",0.798,0.35
0,"yes","no","no","yes","no","yes",0.8,0.359
0,"yes","no","no","no","no","yes",0.794,0.39
0,"no","no","yes","yes","no","yes",0.9,0.34
0,"yes","no","yes","no","no","yes",0.799,0.394
0,"no","no","yes","no","no","no",0.898,0.31
0,"no","no","no","no","yes","yes",0.795,0.302
0,"yes","yes","yes","no","no","yes",0.797,0.427
0,"yes","no","yes","no","no","yes",0.902,0.351
0,"yes","no","no","no","no","yes",0.8,0.39
1,"no","no","no","no","no","yes",1.2,0.349
0,"yes","no","no","no","no","yes",0.902,0.372
0,"no","no","no","no","yes","yes",0.876,0.335
0,"yes","no","no","no","no","yes",0.8,0.388
0,"yes","no","no","no","no","yes",0.772,0.421
0,"no","no","no","no","no","yes",0.899,0.284
0,"yes","yes","no","no","no","yes",0.9,0.354
1,"yes","no","yes","no","no","yes",0.751,0.478
0,"yes","yes","no","no","yes","yes",0.823,0.41
0,"no","no","no","no","no","yes",0.793,0.194
0,"yes","no","no","no","no","yes",0.731,0.465
0,"no","no","no","no","no","yes",0.753,0.342
0,"no","yes","no","no","no","yes",0.903,0.318
0,"no","yes","no","yes","no","yes",0.8,0.308
0,"yes","no","no","no","yes","yes",0.894,0.354
0,"yes","no","no","no","yes","yes",0.738,0.394
0,"yes","no","no","no","yes","yes",0.801,0.392
0,"no","yes","no","yes","no","yes",0.827,0.2
0,"yes","no","no","no","yes","yes",0.667,0.479
0,"no","no","no","no","no","yes",0.797,0.311
0,"no","no","no","yes","no","yes",0.799,0.114
1,"no","yes","yes","no","no","yes",0.9,0.319
0,"yes","no","no","no","no","yes",0.898,0.352
0,"no","no","no","no","yes","yes",0.803,0.244
0,"no","no","no","no","yes","yes",0.308,0.318
0,"no","no","no","no","yes","yes",0.897,0.192
0,"yes","no","no","no","yes","yes",0.876,0.422
0,"no","no","no","no","no","yes",0.86,0.339
0,"no","no","no","yes","no","yes",0.686,0.108
1,"no","no","no","no","yes","yes",0.905,0.268
1,"yes","yes","yes","no","no","yes",0.898,0.358
0,"yes","no","no","no","yes","yes",0.9,0.368
0,"no","no","no","no","yes","yes",0.9,0.254
0,"no","no","yes","no","no","yes",0.803,0.295
0,"no","yes","no","no","no","yes",0.826,0.293
0,"no","no","no","no","yes","yes",0.79,0.299
0,"no","no","no","no","no","yes",0.8,0.338
0,"yes","no","no","no","no","yes",0.903,0.369
0,"yes","yes","no","no","no","yes",0.755,0.401
0,"no","no","no","no","no","yes",0.869,0.35
0,"yes","yes","no","yes","yes","yes",0.8,0.39
0,"yes","no","no","no","no","yes",0.902,0.4
0,"yes","yes","no","no","yes","yes",0.888,0.395
0,"yes","yes","no","no","yes","yes",0.797,0.363
1,"yes","no","yes","no","yes","no",0.898,0.367
0,"no","no","yes","no","yes","yes",0.903,0.336
1,"no","no","no","no","yes","no",0.903,0.242
0,"no","no","no","no","no","yes",0.899,0.248
0,"yes","no","no","no","yes","yes",0.902,0.39
0,"no","no","no","no","no","yes",0.758,0.322
0,"no","no","no","no","yes","yes",0.903,0.322
0,"yes","yes","no","no","yes","yes",0.78,0.427
0,"no","no","no","no","yes","yes",0.706,0.309
0,"no","no","no","no","yes","yes",1,0.337
0,"no","no","no","no","yes","yes",0.871,0.26
0,"yes","yes","no","no","no","yes",0.903,0.358
0,"yes","no","no","yes","no","yes",0.387,0.352
0,"no","no","no","yes","no","yes",0.72,0.283
0,"no","no","no","no","no","yes",0.8,0.321
1,"yes","no","no","no","yes","yes",0.864,0.432
1,"no","yes","no","no","yes","yes",0.9,0.321
0,"no","no","no","no","yes","yes",0.685,0.32
1,"yes","no","yes","no","no","yes",0.9,0.4
0,"no","no","no","no","no","yes",0.898,0.321
0,"yes","no","no","no","yes","yes",0.753,0.384
1,"no","no","no","yes","yes","yes",0.755,0.19
1,"no","no","no","no","no","yes",0.667,0.04
1,"no","no","no","no","no","yes",1.048,0.347
1,"yes","no","yes","yes","yes","yes",1,0.484
0,"no","no","no","no","yes","yes",0.908,0.329
